model_id,model_version,checkpoint,license_type,hardware,inference_params,test_case_id,track,capability,generated_audio_path,sample_rate,wer,cer,mer,sim,sim_o,mos,naturalness_mos,intelligibility_mos,smos,emos,pmos,qmos,utmos,nisqa,emotion_accuracy,instruction_follow_score,duration_error,language_score,macro_language_score,long_text_drift_rate,repeat_rate,noise_degradation,speaker_leakage,rtf,ttfa,p95_latency,fail_flags,notes,run_id,adapter_status,asr_backend,metric_failures,reference_audio_id,reference_policy,reference_audio_path,reference_text,reference_speaker,reference_condition,target_text,asr_eval_text,voice_instruction,expected_controls,rank_dimension,source_demo,elapsed_s,merged_from_run_id,command,candidate_audit_run_id,selected_from_run_id,asr_recomputed_from_run_id,non_asr_metrics_from_run_id,content_intelligibility_score,naturalness_quality_score,speaker_clone_consistency_score,control_prosody_emotion_duration_score,multilingual_dialect_coverage_score,voice_design_robustness_score,deployment_performance_score,reference_compliance_score,score_available,score_full,coverage_pct,missing_dimensions
mlx_moss_tts_local_transformer_v1_5,local_transformer_v1.5_mlx,models/MOSS-TTS-Local-Transformer-v1.5,open_weight_local,local,"python /Users/vanch/tts-test-project/scripts/run_moss_tts.py --model models/MOSS-TTS-Local-Transformer-v1.5 --text 'Use the Chinese reference speaker identity while speaking clear and natural English.' --language English --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/xling_zh_to_en.wav --max-tokens 384 --seed 42 --text-temperature 0.8 --audio-temperature 1.4 --audio-top-p 0.8 --audio-top-k 25 --instruction 'Use the reference speaker identity, but speak only the target text in English.' --ref-audio /Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_zh.wav --ref-text '你好像有不少问题想问我呢。别心急，我们还有很多很多时间。'",xling_zh_to_en,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/xling_zh_to_en.wav,48000,0.1667,0.0833,0.1538,0.8222,,,,4.6667,,,,,4.011,,,100.0,,0.9167,0.8654,,0.0,,0.0,0.9639,,14.9785,ok,objective_metrics_generated_at=2026-07-15T21:36:00,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,voxcpm2_cross_ref_zh,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_zh.wav,你好像有不少问题想问我呢。别心急，我们还有很多很多时间。,voxcpm2_cross_zh,clean_cross_lingual_anchor,Use the Chinese reference speaker identity while speaking clear and natural English.,,,zh_to_en;clone,voxcpm2;omnivoice,,10.4207,,,,,,,62.781,75.275,82.22,100.0,89.105,100.0,29.603,100.0,80.055,80.055,100.0,
mlx_moss_tts_local_transformer_v1_5,local_transformer_v1.5_mlx,models/MOSS-TTS-Local-Transformer-v1.5,open_weight_local,local,"python /Users/vanch/tts-test-project/scripts/run_moss_tts.py --model models/MOSS-TTS-Local-Transformer-v1.5 --text 'Hoy defendemos una idea sencilla: cada comunidad merece una oportunidad justa.' --language Spanish --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/scenema_polyglot_obama_es.wav --max-tokens 360 --seed 42 --text-temperature 0.8 --audio-temperature 1.4 --audio-top-p 0.8 --audio-top-k 25 --instruction 'Male, early 60s. Deep baritone, measured cadence, warm authority. Native Spanish fluency, Castilian accent. Use the reference speaker identity, but speak only the target text in Spanish.' --ref-audio /Users/vanch/tts-test-project/data/reference_audio/scenema_reference_obama.wav",scenema_polyglot_obama_es,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/scenema_polyglot_obama_es.wav,48000,0.0,0.0,0.0,0.7381,,,,5.0,,,,,3.8772,,,100.0,,1.0,1.0,,0.0222,,,0.88,,14.9785,ok,objective_metrics_generated_at=2026-07-15T21:36:04,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,scenema_reference_obama,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/scenema_reference_obama.wav,,scenema_obama_reference,clean_single_speaker_10_20s,Hoy defendemos una idea sencilla: cada comunidad merece una oportunidad justa.,,"Male, early 60s. Deep baritone, measured cadence, warm authority. Native Spanish fluency, Castilian accent.",en_to_es;clone;polyglot;scenema,scenema_official_polyglot,,10.9136,,,,,,,100.0,71.93,73.81,100.0,100.0,88.9,32.0,75.0,84.33,84.33,100.0,
mlx_moss_tts_local_transformer_v1_5,local_transformer_v1.5_mlx,models/MOSS-TTS-Local-Transformer-v1.5,open_weight_local,local,"python /Users/vanch/tts-test-project/scripts/run_moss_tts.py --model models/MOSS-TTS-Local-Transformer-v1.5 --text 'This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.' --language English --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/scenema_longform_en.wav --max-tokens 900 --seed 42 --text-temperature 0.8 --audio-temperature 1.4 --audio-top-p 0.8 --audio-top-k 25 --instruction 'Female documentary narrator, calm, precise, emotionally restrained.'",scenema_longform_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/scenema_longform_en.wav,48000,0.0526,0.0,0.0513,,,,,5.0,,,,,4.4005,,,100.0,,1.0,0.9654,0.0,0.0216,,,1.0861,,14.9785,ok,objective_metrics_generated_at=2026-07-15T21:36:07,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.",,"Female documentary narrator, calm, precise, emotionally restrained.",long_text;chunking;voice_continuity;scenema,scenema_official_longform,,16.5406,,,,,,,91.968,85.013,,100.0,98.27,94.6,26.111,100.0,87.854,73.797,84.0,speaker_clone_consistency
mlx_moss_tts_local_transformer_v1_5,local_transformer_v1.5_mlx,models/MOSS-TTS-Local-Transformer-v1.5,open_weight_local,local,python /Users/vanch/tts-test-project/scripts/run_moss_tts.py --model models/MOSS-TTS-Local-Transformer-v1.5 --text '这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。' --language Chinese --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/stress_long_zh.wav --max-tokens 900 --seed 42 --text-temperature 0.8 --audio-temperature 1.4 --audio-top-p 0.8 --audio-top-k 25,stress_long_zh,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/stress_long_zh.wav,48000,0.0119,0.0119,0.0119,,,,,4.9524,,,,,2.8487,,,100.0,,0.9881,0.9881,0.0,0.0366,,,0.9855,,14.9785,ok,objective_metrics_generated_at=2026-07-15T21:36:11,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。,,,long_text;repeat_rate,baseline,,20.7339,,,,,,,96.373,46.218,,100.0,98.81,90.85,28.986,100.0,82.237,69.079,84.0,speaker_clone_consistency
mlx_moss_tts_local_transformer_v1_5,local_transformer_v1.5_mlx,models/MOSS-TTS-Local-Transformer-v1.5,open_weight_local,local,"python /Users/vanch/tts-test-project/scripts/run_moss_tts.py --model models/MOSS-TTS-Local-Transformer-v1.5 --text 'This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.' --language English --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/stress_long_en.wav --max-tokens 900 --seed 42 --text-temperature 0.8 --audio-temperature 1.4 --audio-top-p 0.8 --audio-top-k 25",stress_long_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_moss_tts_local_transformer_v1_5/stress_long_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,4.5359,,,100.0,,1.0,1.0,0.0,0.0,,,1.2391,,14.9785,ok,objective_metrics_generated_at=2026-07-15T21:36:14,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.",,,long_text;repeat_rate,baseline,,13.8001,,,,,,,100.0,88.397,,100.0,100.0,100.0,21.74,100.0,90.613,76.115,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'OpenAI released version 4.1 at 10:30 AM, and the price is 19 dollars.' --lang en --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_en_numbers.wav --total-step 8 --speed 1.05",core_en_numbers,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_en_numbers.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,4.427,,,100.0,,1.0,1.0,,0.0,,,0.0646,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:26,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"OpenAI released version 4.1 at 10:30 AM, and the price is 19 dollars.","OpenAI released version four point one at ten thirty AM, and the price is nineteen dollars.",,brand;digits,baseline,,0.568,,,,,,,100.0,85.675,,100.0,100.0,100.0,98.254,100.0,97.446,81.855,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text '本日の為替レートと市場ニュースを、ゆっくり正確に読み上げてください。' --lang ja --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ja_reading.wav --total-step 8 --speed 1.05,core_ja_reading,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ja_reading.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,3.9808,,,84.233,,1.0,1.0,,0.0133,,,0.0884,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:30,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,本日の為替レートと市場ニュースを、ゆっくり正確に読み上げてください。,,,japanese,omnivoice;voxcpm2;qwen3,,0.5778,,,,,,,100.0,74.52,,84.233,100.0,85.466,98.254,100.0,90.478,76.002,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text '안녕하세요, 배송 주소를 다시 확인해 주시면 바로 처리하겠습니다.' --lang ko --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ko_customer.wav --total-step 8 --speed 1.05",core_ko_customer,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ko_customer.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,3.9284,,,87.135,,1.0,1.0,,0.0,,,0.0875,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:33,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"안녕하세요, 배송 주소를 다시 확인해 주시면 바로 처리하겠습니다.",,,korean,omnivoice;voxcpm2;qwen3,,0.5771,,,,,,,100.0,73.21,,87.135,100.0,93.567,98.254,100.0,91.846,77.151,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text '¿Puedes leer esta frase con una entonación natural y una pausa breve al final?' --lang es --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_es_question.wav --total-step 8 --speed 1.05,core_es_question,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_es_question.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,3.4936,,,100.0,,1.0,1.0,,0.0167,,,0.0863,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:36,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,¿Puedes leer esta frase con una entonación natural y una pausa breve al final?,,,spanish,omnivoice;voxcpm2;qwen3,,0.5669,,,,,,,100.0,62.34,,100.0,100.0,91.65,98.254,100.0,92.563,77.753,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'Ce paragraphe vérifie la stabilité, la respiration et la cohérence du timbre pendant une lecture naturelle.' --lang fr --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_fr_long_sentence.wav --total-step 8 --speed 1.05",core_fr_long_sentence,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_fr_long_sentence.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,3.264,,,100.0,,1.0,1.0,,0.0286,,,0.064,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:39,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"Ce paragraphe vérifie la stabilité, la respiration et la cohérence du timbre pendant une lecture naturelle.",,,french;long_sentence,omnivoice;voxcpm2;qwen3,,0.5797,,,,,,,100.0,56.6,,100.0,100.0,85.7,98.254,100.0,90.898,76.354,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'Bitte lesen Sie diesen Satz klar, freundlich und ohne unnötige Pausen vor.' --lang de --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_de_instruction.wav --total-step 8 --speed 1.05",core_de_instruction,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_de_instruction.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,4.2713,,,100.0,,1.0,1.0,,0.0,,,0.092,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:42,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"Bitte lesen Sie diesen Satz klar, freundlich und ohne unnötige Pausen vor.",,,german,omnivoice;voxcpm2;qwen3,,0.5754,,,,,,,100.0,81.782,,100.0,100.0,100.0,98.254,100.0,96.798,81.31,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'Trong ba mươi giây tới, tôi sẽ chỉ bạn cách chọn sản phẩm phù hợp.' --lang vi --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_vi_reading.wav --total-step 8 --speed 1.05",core_vi_reading,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_vi_reading.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,2.5566,,,100.0,,1.0,1.0,,0.0,,,0.0699,,0.6442,ok,objective_metrics_generated_at=2026-07-23T11:31:27,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,,none,no_reference,,,,no_reference,"Trong ba mươi giây tới, tôi sẽ chỉ bạn cách chọn sản phẩm phù hợp.",,,vietnamese,omnivoice;voxcpm2,,0.6442,,,,,vietnamese_final_qwen17_20260723,v02_plus_vieneu_lux_scenema_20260610_091619,100.0,38.915,,100.0,100.0,100.0,98.398,100.0,89.667,75.32,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'कृपया रकम, तारीख और नाम को साफ़ और स्वाभाविक आवाज़ में पढ़ें।' --lang hi --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_hi_amount.wav --total-step 8 --speed 1.05",core_hi_amount,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_hi_amount.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,4.047,,,100.0,,1.0,1.0,,0.06,,,0.0912,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:49,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"कृपया रकम, तारीख और नाम को साफ़ और स्वाभाविक आवाज़ में पढ़ें।",,,hindi,voxcpm2;omnivoice,,0.5889,,,,,,,100.0,76.175,,100.0,100.0,70.0,98.254,100.0,92.291,77.525,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'يرجى قراءة أسماء المدن والأرقام بوضوح دون تغيير المعنى.' --lang ar --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ar_names.wav --total-step 8 --speed 1.05,core_ar_names,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/core_ar_names.wav,44100,0.2222,0.1087,0.2222,,,,,4.5652,,,,,3.3716,,,84.259,,0.8913,0.8156,,0.0,,,0.0759,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:52,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,يرجى قراءة أسماء المدن والأرقام بوضوح دون تغيير المعنى.,,,arabic,voxcpm2;omnivoice,,0.5725,,,,,,,49.307,59.29,,84.259,85.345,92.13,98.254,100.0,75.782,63.657,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/F1.json --text 'This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.' --lang en --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/scenema_longform_en.wav --total-step 8 --speed 1.05",scenema_longform_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/scenema_longform_en.wav,44100,0.0526,0.0,0.0513,,,,,5.0,,,,,4.5214,,,100.0,,1.0,0.9654,0.0,0.0216,,,0.0366,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:55,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.",,"Female documentary narrator, calm, precise, emotionally restrained.",long_text;chunking;voice_continuity;scenema,scenema_official_longform,,0.67,,,,,,,91.968,88.035,,100.0,98.27,94.6,98.254,100.0,95.228,79.992,84.0,speaker_clone_consistency
mlx_supertonic3_mlx,mlx_runtime,assets/mlx,open_weight_local,local,"/Users/vanch/mlx-supertonic/py/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_mlx_supertonic.py --model-dir /Users/vanch/mlx-supertonic/assets/mlx --voice-style /Users/vanch/mlx-supertonic/assets/voice_styles/M1.json --text 'This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.' --lang en --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/stress_long_en.wav --total-step 8 --speed 1.05",stress_long_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_supertonic3_mlx/stress_long_en.wav,44100,0.0,0.0,0.0,,,,,5.0,,,,,4.5218,,,100.0,,1.0,1.0,0.0,0.0,,,0.0422,,0.6571,ok,objective_metrics_generated_at=2026-07-15T21:36:59,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.",,,long_text;repeat_rate,baseline,,0.6183,,,,,,,100.0,88.045,,100.0,100.0,100.0,98.254,100.0,97.841,82.187,84.0,speaker_clone_consistency
mlx_scenema_audio_int8_mlx_mps_service,int8_mlx_mps_seedvc_local,models/scenema-audio-transformer-int8.safetensors,ltx_2_community_local,local,/Users/vanch/mlx-scenema-audio/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_scenema_audio.py --text '请帮我确认一下 MacBook Pro 的订单号 A17-9002，明天能不能送到？' --output results/generated/probe_scenema_codeswitch_vc10_p12_skipvc_20260714/mlx_scenema_audio_int8_mlx_mps_service/core_zh_en_codeswitch.wav --voice 'A native Chinese narrator with clear pronunciation and stable pacing. Style: customer_service.' --gender male --language zh --mode generate --server-url http://127.0.0.1:18081 --seed 1234 --pace 1.2 --vc-steps 10 --skip-vc --vc-cfg-rate 0.5 --min-match-ratio 0.9,core_zh_en_codeswitch,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/core_zh_en_codeswitch.wav,48000,0.1481,0.2571,0.1429,,,,,3.9714,,,,,3.7973,,,100.0,,0.7429,0.8173,,0.0231,,,0.8685,,37.6272,ok,objective_metrics_generated_at=2026-07-18T09:56:54,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,请帮我确认一下 MacBook Pro 的订单号 A17-9002，明天能不能送到？,请帮我确认一下 MacBook Pro 的订单号 A一七九零零二，明天能不能送到？,,codeswitch;brand,baseline,,4.3512,low_score_priority_selected_qwen06_20260718,/Users/vanch/mlx-scenema-audio/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_scenema_audio.py --text '请帮我确认一下 MacBook Pro 的订单号 A17-9002，明天能不能送到？' --output results/generated/probe_scenema_codeswitch_vc10_p12_skipvc_20260714/mlx_scenema_audio_int8_mlx_mps_service/core_zh_en_codeswitch.wav --voice 'A native Chinese narrator with clear pronunciation and stable pacing. Style: customer_service.' --gender male --language zh --mode generate --server-url http://127.0.0.1:18081 --seed 1234 --pace 1.2 --vc-steps 10 --skip-vc --vc-cfg-rate 0.5 --min-match-ratio 0.9,low_score_quality_all_candidate_audit_qwen06_20260717,low_score_quality_all_candidate_audit_qwen06_20260717,,,46.084,69.933,,100.0,78.01,88.45,32.329,100.0,72.474,60.878,84.0,speaker_clone_consistency
mlx_scenema_audio_int8_mlx_mps_service,int8_mlx_mps_seedvc_local,models/scenema-audio-transformer-int8.safetensors,ltx_2_community_local,local,"/Users/vanch/mlx-scenema-audio/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_scenema_audio.py --text '안녕하세요, 배송 주소를 다시 확인해 주시면 바로 처리하겠습니다.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/core_ko_customer.wav --voice 'A native Korean narrator with clear pronunciation and stable pacing. Emotion: calm. Style: customer_service.' --gender male --language ko --mode generate --server-url http://127.0.0.1:18081 --seed 1234 --pace 1.5 --vc-steps 25",core_ko_customer,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/core_ko_customer.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,2.7702,,,65.057,,1.0,1.0,,0.0,,,5.0327,,50.1344,ok,objective_metrics_generated_at=2026-07-15T21:37:05,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"안녕하세요, 배송 주소를 다시 확인해 주시면 바로 처리하겠습니다.",,,korean,omnivoice;voxcpm2;qwen3,,32.1949,,,,,,,100.0,44.255,,65.057,100.0,82.529,0.0,100.0,71.618,60.159,84.0,speaker_clone_consistency
